"dataset","model","sample.size","effect_size","replicate","minor.freq","b.snp","b.med","SD","W_n","Z_n","K_n","U_n","n.resamples","R2.T1.U","R2.T2.U","truth.model","n.true.confs","true.confs","CSq.n.selected","CSq.n.tp","CSq.n.fp","CSq.n.fn","CSq.n.fp.other.trio","CSq.has.common.child","CSq.has.intermediate","CSq.selected","CSa.n.selected","CSa.n.tp","CSa.n.fp","CSa.n.fn","CSa.n.fp.other.trio","CSa.has.common.child","CSa.has.intermediate","CSa.selected","CSq.filter_int_child","CSa.filter_int_child","mrpc.truth.model","mrpc.truth.correct","mrpc.truth.correct.coarse","mrpc.truth.time.seconds","mrpc.truth.timed.out","mrpc.truth.error","mrpc.CSq.model","mrpc.CSq.correct","mrpc.CSq.correct.coarse","mrpc.CSq.time.seconds","mrpc.CSq.timed.out","mrpc.CSq.error","mrpc.CSa.model","mrpc.CSa.correct","mrpc.CSa.correct.coarse","mrpc.CSa.time.seconds","mrpc.CSa.timed.out","mrpc.CSa.error"
11,"model0",300,"small",1,0.15,0.457250270247459,0.238604324683547,1,1,1,0,18,1,0.398913084845691,0.531935605244562,"M0.1",18,"U1.11;U2.11;U3.11;U4.11;U5.11;U6.11;U7.11;U8.11;U9.11;U10.11;U11.11;U12.11;U13.11;U14.11;U15.11;U16.11;U17.11;U18.11",6,4,2,14,1,TRUE,FALSE,"U8.11;U12.11;U15.11;U18.11;Z1.11;U11.1363",112,12,100,6,98,TRUE,TRUE,"U3.11;U4.11;U6.11;U7.11;U8.11;U9.11;U12.11;U13.11;U14.11;U15.11;U16.11;U18.11;W1.11;Z1.11;U10.36;U11.38;U6.39;U46.40;U22.62;U40.65;U24.86;U38.86;W1.86;U2.89;U21.90;U4.112;U24.136;U20.137;U6.138;U6.163;Z1.188;U31.189;U33.190;W1.212;U42.238;W1.238;U6.240;U7.240;U33.263;U43.263;U7.289;U18.313;U37.315;U26.338;U33.363;U4.364;U12.364;U3.365;U3.389;U8.414;U11.465;U11.486;U31.515;U12.536;Z1.536;U23.587;U14.589;U31.590;U23.661;W1.663;U10.686;U35.686;U20.714;U8.737;U10.739;U27.740;U19.762;U2.763;U17.786;U40.812;U23.839;U25.839;U10.889;U40.914;U4.915;U8.936;U4.962;U23.1015;U2.1036;U3.1037;U6.1037;U30.1038;U32.1061;U19.1063;U45.1063;U19.1087;U31.1112;U13.1139;U21.1162;U37.1165;Z1.1165;W1.1212;U9.1239;U31.1263;U3.1290;U35.1312;U11.1315;U33.1337;U42.1337;U30.1362;U11.1363;U14.1365;U27.1388;U14.1389;U25.1412;U13.1413;U11.1415;U29.1439;U36.1439;U20.1462;U9.1463;U12.1463",TRUE,TRUE,"M0.1",TRUE,TRUE,12.3782880306244,FALSE,NA,"M0.1",TRUE,TRUE,0.0488262176513672,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
12,"model1",300,"small",1,0.46,0.412426539044827,0.175204745633528,1,1,1,0,21,1,0.587732841860683,0.477162357607158,"M1.1",21,"U1.12;U2.12;U3.12;U4.12;U5.12;U6.12;U7.12;U8.12;U9.12;U10.12;U11.12;U12.12;U13.12;U14.12;U15.12;U16.12;U17.12;U18.12;U19.12;U20.12;U21.12",7,6,1,15,0,TRUE,FALSE,"U6.12;U7.12;U14.12;U16.12;U18.12;U20.12;Z1.12",105,17,88,4,86,TRUE,TRUE,"U3.12;U4.12;U5.12;U6.12;U7.12;U8.12;U9.12;U10.12;U11.12;U12.12;U14.12;U15.12;U16.12;U17.12;U18.12;U19.12;U20.12;W1.12;Z1.12;U18.90;U22.136;U9.138;U4.161;U3.189;U13.189;U12.190;U4.211;U2.213;U13.213;U29.263;U16.364;U2.365;U10.365;U13.388;U20.388;U21.388;U5.389;U20.413;U21.437;U4.440;U29.486;U7.487;U9.488;U16.488;U22.511;U10.514;U32.564;U1.587;U24.589;U34.590;U34.636;U28.638;U37.640;U7.661;U23.661;U15.665;U3.711;U9.739;U25.739;U13.740;U3.762;U1.765;U29.790;U23.812;U7.836;U18.839;U17.865;W1.865;U21.913;U6.914;U7.914;U5.936;U7.938;U36.939;U20.961;U24.986;U7.988;U8.989;U5.1011;U38.1012;U26.1014;U14.1038;U4.1061;W1.1062;U14.1087;U16.1090;U21.1139;U9.1162;U8.1214;U13.1239;Z1.1240;U7.1262;U9.1262;U28.1264;U4.1288;U20.1311;U22.1312;U9.1314;U26.1340;U22.1363;U12.1364;U10.1436;U16.1439;U2.1462;U7.1488",TRUE,TRUE,NA,FALSE,FALSE,NA,TRUE,"reached elapsed time limit [cpu=180s, elapsed=180s]","M0.1",FALSE,FALSE,0.723930835723877,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
13,"model2",300,"small",1,0.43,0.178853676747531,0.192415761901066,1,1,1,0,6,1,0.172705067059971,0.250570875991239,"M2.1",6,"U1.13;U2.13;U3.13;U4.13;U5.13;U6.13",5,2,3,4,1,TRUE,TRUE,"U1.13;U2.13;W1.13;Z1.13;U12.137",85,5,80,1,78,TRUE,TRUE,"U12.12;U1.13;U2.13;U4.13;U5.13;U6.13;W1.13;Z1.13;U36.38;Z1.39;U35.61;U24.62;U27.62;U1.111;U12.113;U2.137;U12.137;U36.140;U15.161;U24.164;Z1.165;U12.186;U16.186;U10.236;U37.236;U7.239;U14.263;U24.289;U11.290;Z1.336;U11.363;U17.389;U14.414;U27.464;U35.464;U9.465;U12.465;U24.511;U34.512;U35.512;U20.514;U2.536;U7.563;W1.587;U15.588;U34.589;U4.590;U2.611;U11.637;U12.638;U26.638;U9.662;W1.715;U25.763;Z1.765;U25.786;U41.812;U15.815;U26.886;U26.889;U25.936;U26.1013;U31.1015;U33.1036;U40.1038;U28.1061;U31.1061;U17.1063;U7.1111;U2.1112;U14.1114;U10.1136;U9.1239;U15.1239;U30.1239;U12.1261;Z1.1261;U4.1362;U23.1389;U11.1411;U12.1439;U24.1461;U1.1465;U25.1488;U8.1490",TRUE,TRUE,"Other",FALSE,FALSE,0.127787113189697,FALSE,NA,"Other",FALSE,FALSE,0.107761144638062,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
14,"model3",300,"small",1,0.5,0.317305489629507,0.102966134157032,1,1,1,0,26,1,0.474293043591235,0.50128897486403,"M3",26,"U1.14;U2.14;U3.14;U4.14;U5.14;U6.14;U7.14;U8.14;U9.14;U10.14;U11.14;U12.14;U13.14;U14.14;U15.14;U16.14;U17.14;U18.14;U19.14;U20.14;U21.14;U22.14;U23.14;U24.14;U25.14;U26.14",7,5,2,21,0,TRUE,TRUE,"U1.14;U3.14;U6.14;U7.14;U16.14;W1.14;Z1.14",109,13,96,13,94,TRUE,TRUE,"U1.14;U2.14;U3.14;U4.14;U5.14;U6.14;U7.14;U11.14;U13.14;U16.14;U23.14;U24.14;U25.14;W1.14;Z1.14;U34.37;W1.37;U6.61;U46.62;U11.87;U33.90;U14.187;U18.187;U22.187;U28.212;U36.213;U37.213;U4.236;U48.236;U2.238;U23.238;U43.239;U41.313;U8.315;U42.315;U16.337;U32.337;Z1.389;Z1.412;Z1.463;U11.465;U7.515;U21.536;U11.565;U1.588;U12.588;U5.589;U3.638;U15.640;U26.663;U31.663;U43.686;U6.689;U10.689;U4.690;U2.713;U18.713;U14.740;U29.761;U34.761;U22.786;U28.786;Z1.786;U6.788;U22.811;U41.814;U39.815;U41.838;U8.840;U27.862;U1.863;U17.886;U27.886;U35.889;U2.911;U16.913;U29.914;U3.963;U7.965;U6.987;U32.989;U12.990;U27.1038;W1.1088;U15.1114;U16.1115;U11.1136;U21.1136;U15.1188;U33.1190;U41.1190;U13.1214;U19.1236;U23.1237;U32.1262;U35.1262;U4.1287;U1.1311;U46.1312;U3.1338;U23.1362;U8.1365;U6.1386;Z1.1389;U13.1438;U8.1487;U20.1488;U37.1488;U43.1490",TRUE,TRUE,"Other",FALSE,FALSE,4.63678979873657,FALSE,NA,"M0.1",FALSE,FALSE,0.426126956939697,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
15,"model4",300,"small",1,0.42,0.451195666007698,0.156851672660559,1,1,1,0,12,1,0.293483417262237,0.254375200440581,"M4",12,"U1.15;U2.15;U3.15;U4.15;U5.15;U6.15;U7.15;U8.15;U9.15;U10.15;U11.15;U12.15",2,2,0,10,0,FALSE,FALSE,"U4.15;U10.15",101,9,92,3,91,FALSE,TRUE,"U2.11;U1.15;U2.15;U3.15;U4.15;U5.15;U6.15;U7.15;U9.15;U10.15;W1.15;U22.37;U33.65;U9.87;U37.87;U27.88;U43.90;U7.113;U26.164;U8.212;U39.236;U19.238;U16.263;U12.264;U14.290;U38.290;U2.312;U42.313;W1.337;U9.364;U2.414;Z1.414;Z1.437;U4.513;U24.514;U21.539;U14.562;U17.563;U8.589;U24.613;Z1.614;U8.637;U37.640;U2.662;U22.688;Z1.689;U6.738;U35.739;U4.762;U25.786;U6.812;W1.862;U2.863;U24.865;Z1.886;U2.889;U32.890;U39.913;U16.914;U20.936;U29.937;U17.961;Z1.987;U5.989;U31.1013;U12.1014;U25.1036;U13.1062;U36.1063;U40.1063;U16.1089;U21.1090;U29.1090;Z1.1090;U8.1112;U20.1112;U25.1112;U20.1114;U10.1115;U13.1115;U33.1161;U38.1238;U41.1261;U12.1265;U14.1288;U12.1311;U37.1312;U38.1312;U39.1312;U11.1337;U35.1337;U34.1339;U13.1362;U1.1438;U15.1438;U8.1463;U30.1463;U37.1463;U2.1486;U9.1487;U16.1490",TRUE,TRUE,"M3",FALSE,FALSE,1.31015706062317,FALSE,NA,"M4",TRUE,TRUE,0.0384860038757324,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
26,"model0",50,"medium",1,0.24,0.906034118845128,0.409857907751575,1,1,1,0,6,1,0.0719212343109241,0.204988991613081,"M0.1",6,"U1.26;U2.26;U3.26;U4.26;U5.26;U6.26",0,0,0,6,0,FALSE,FALSE,"",94,0,94,6,93,TRUE,FALSE,"U10.5;Z1.26;U10.28;U6.29;U4.78;U32.80;U40.102;U7.126;U25.129;U18.130;U35.130;U27.151;U24.180;U7.203;U12.205;U40.205;U10.255;W1.277;U7.280;U8.301;U11.302;U8.351;U2.354;U23.355;W1.402;U11.426;U35.426;U42.427;U15.477;U3.501;U30.503;U4.505;U9.526;U16.527;U20.553;U34.579;Z1.629;U34.630;U5.651;U25.655;U17.676;U29.677;U16.679;Z1.704;U35.705;U10.726;U11.727;U21.752;U6.753;U3.777;U11.778;U8.802;U13.877;U4.927;Z1.928;U13.954;U25.979;U28.979;U29.979;U14.1001;U20.1001;U17.1005;U31.1005;U1.1051;U8.1051;U15.1051;U22.1053;U1.1080;U1.1128;U16.1151;U30.1152;U8.1153;U25.1155;U18.1227;U23.1227;U23.1228;U9.1254;U36.1255;U2.1301;U42.1302;U7.1328;U12.1351;U12.1353;U17.1355;U19.1355;W1.1377;U31.1380;U8.1401;U14.1403;U10.1405;U10.1426;U6.1451;U8.1452;U9.1478",TRUE,TRUE,"Other",FALSE,FALSE,0.023097038269043,FALSE,NA,"Other",FALSE,FALSE,0.0201869010925293,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
27,"model1",50,"medium",1,0.26,0.956942167016678,0.346840309957042,1,1,1,0,42,1,0.943190378959624,0.926689661651294,"M1.1",42,"U1.27;U2.27;U3.27;U4.27;U5.27;U6.27;U7.27;U8.27;U9.27;U10.27;U11.27;U12.27;U13.27;U14.27;U15.27;U16.27;U17.27;U18.27;U19.27;U20.27;U21.27;U22.27;U23.27;U24.27;U25.27;U26.27;U27.27;U28.27;U29.27;U30.27;U31.27;U32.27;U33.27;U34.27;U35.27;U36.27;U37.27;U38.27;U39.27;U40.27;U41.27;U42.27",0,0,0,42,0,FALSE,FALSE,"",76,1,75,41,74,TRUE,FALSE,"U22.2;U30.5;U5.27;Z1.27;U13.29;U17.51;U13.102;U29.102;U16.126;U38.130;U2.152;U5.177;U3.204;U41.205;U1.230;U19.251;U14.252;U25.252;W1.255;U30.278;U10.303;W1.303;U39.326;U42.330;Z1.351;U7.353;U20.377;U16.430;W1.430;U1.452;U22.452;U8.454;U3.478;U4.478;U7.480;Z1.628;U18.630;U19.679;U31.705;U32.705;U13.727;U14.752;U16.754;W1.776;U13.828;U19.852;U3.878;U11.905;U2.928;Z1.928;U36.929;U23.930;U3.952;U13.952;U28.954;U13.1005;U1.1028;U22.1053;W1.1077;U3.1105;U7.1151;U19.1153;U40.1226;U8.1228;U19.1230;U30.1255;U9.1279;U14.1328;U24.1355;U25.1376;U23.1405;U25.1453;U19.1454;U36.1455;U3.1476;U16.1479",TRUE,TRUE,"Other",FALSE,FALSE,0.865365982055664,FALSE,NA,"Other",FALSE,FALSE,0.0167689323425293,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
28,"model2",50,"medium",1,0.48,0.589170839986764,0.398809441644698,1,1,1,0,24,1,0.750984501678176,0.725803820401947,"M2.1",24,"U1.28;U2.28;U3.28;U4.28;U5.28;U6.28;U7.28;U8.28;U9.28;U10.28;U11.28;U12.28;U13.28;U14.28;U15.28;U16.28;U17.28;U18.28;U19.28;U20.28;U21.28;U22.28;U23.28;U24.28",0,0,0,24,0,FALSE,FALSE,"",99,2,97,22,96,TRUE,FALSE,"U8.28;U19.28;Z1.28;U6.30;U4.80;U8.80;U1.102;U20.102;U15.104;U10.129;U9.151;U30.176;U13.226;U2.229;U5.252;Z1.329;U4.330;U29.355;U6.401;U15.401;W1.429;U13.452;U9.454;U2.478;U27.480;U28.502;U30.503;Z1.505;U28.526;U33.553;U3.579;U3.601;U38.626;U3.630;U35.630;U10.652;U16.654;U8.677;U13.677;U33.678;U19.727;U19.751;U25.752;U32.752;U35.753;U35.754;U6.776;U16.780;U38.828;U21.829;U3.851;U1.853;U10.880;U27.880;U32.880;U34.880;U7.903;W1.904;Z1.927;U40.930;U33.951;U23.955;Z1.955;U26.977;U14.978;U28.979;U4.980;U13.1004;U1.1055;U4.1055;U35.1078;U27.1101;U3.1102;U5.1104;U18.1151;U12.1201;U25.1202;U18.1203;U27.1227;W1.1227;U2.1251;U32.1255;U23.1278;U14.1279;U1.1280;U9.1302;U26.1351;W1.1353;U25.1355;U25.1376;U35.1380;Z1.1404;U10.1426;U6.1427;U19.1452;U31.1452;U41.1452;U3.1453;U31.1453",TRUE,TRUE,"Other",FALSE,FALSE,0.0737202167510986,FALSE,NA,"Other",FALSE,FALSE,0.0210199356079102,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
29,"model3",50,"medium",1,0.19,0.685354103916325,0.346940882178023,1,1,1,0,26,1,0.822682259981711,0.744596856746833,"M3",26,"U1.29;U2.29;U3.29;U4.29;U5.29;U6.29;U7.29;U8.29;U9.29;U10.29;U11.29;U12.29;U13.29;U14.29;U15.29;U16.29;U17.29;U18.29;U19.29;U20.29;U21.29;U22.29;U23.29;U24.29;U25.29;U26.29",1,0,1,26,0,TRUE,FALSE,"Z1.29",77,2,75,24,73,TRUE,TRUE,"U5.26;U7.29;U12.29;W1.29;Z1.29;U12.55;W1.55;U7.76;U25.102;U2.126;U24.127;U22.128;U12.152;U12.153;U9.154;U10.155;U21.176;U42.176;U2.201;U14.203;U1.227;U19.252;U20.252;U5.304;U38.330;U42.330;U5.405;U43.430;U23.529;U4.551;U17.576;Z1.579;U6.602;U12.605;U37.630;W1.630;U3.652;U16.653;U42.655;U36.676;Z1.676;U6.677;U15.677;Z1.679;U11.703;U21.727;U22.754;U2.778;U19.802;U16.804;U19.827;Z1.855;U8.928;U1.953;U42.954;U38.955;U43.1001;U2.1005;U18.1051;U2.1078;U8.1078;U40.1079;U1.1129;U36.1152;U1.1177;U31.1201;U14.1202;U1.1227;U11.1227;U3.1279;U15.1279;U7.1280;Z1.1280;U27.1302;U3.1326;U9.1378;U12.1427",TRUE,TRUE,"Other",FALSE,FALSE,0.102842807769775,FALSE,NA,"Other",FALSE,FALSE,0.0323009490966797,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
30,"model4",50,"medium",1,0.42,0.555602026637644,0.317877504695207,1,1,1,0,7,1,0.204860787191472,0.372719213282347,"M4",7,"U1.30;U2.30;U3.30;U4.30;U5.30;U6.30;U7.30",0,0,0,7,0,FALSE,FALSE,"",75,1,74,6,74,FALSE,FALSE,"U5.30;U3.55;U7.103;U10.104;W1.105;U29.126;U1.128;U1.151;U24.176;U17.180;U21.201;U13.255;U19.278;U1.301;U5.301;U10.302;U25.303;U22.330;U28.353;U3.405;U5.430;U39.452;U33.529;U1.579;U17.626;U5.652;U16.654;U10.703;U17.726;U8.780;U11.802;U32.828;U37.828;W1.852;U9.876;U1.902;U20.902;W1.904;U12.927;U6.928;U16.928;U2.952;U32.955;U35.955;U17.1002;U33.1004;U19.1005;U11.1051;U8.1055;U38.1076;U13.1177;U12.1179;U3.1204;U23.1229;U24.1229;U25.1229;W1.1253;U19.1277;U44.1279;U6.1301;U2.1327;U2.1351;U13.1351;U10.1353;U13.1354;W1.1354;U23.1355;W1.1403;U1.1404;U21.1451;U18.1452;U22.1452;U18.1454;U20.1454;Z1.1476",TRUE,TRUE,"Other",FALSE,FALSE,0.0353779792785645,FALSE,NA,"Other",FALSE,FALSE,0.035506010055542,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
31,"model0",150,"medium",1,0.42,0.695040546590462,0.404282637219876,1,1,1,0,48,1,0.691883096838334,0.80214540923016,"M0.1",48,"U1.31;U2.31;U3.31;U4.31;U5.31;U6.31;U7.31;U8.31;U9.31;U10.31;U11.31;U12.31;U13.31;U14.31;U15.31;U16.31;U17.31;U18.31;U19.31;U20.31;U21.31;U22.31;U23.31;U24.31;U25.31;U26.31;U27.31;U28.31;U29.31;U30.31;U31.31;U32.31;U33.31;U34.31;U35.31;U36.31;U37.31;U38.31;U39.31;U40.31;U41.31;U42.31;U43.31;U44.31;U45.31;U46.31;U47.31;U48.31",2,1,1,47,0,TRUE,FALSE,"U41.31;Z1.31",97,12,85,36,84,TRUE,FALSE,"U11.6;U4.9;U18.9;U3.31;U13.31;U14.31;U15.31;U18.31;U23.31;U27.31;U28.31;U30.31;U33.31;U41.31;U46.31;Z1.31;U1.81;U2.82;U2.83;U7.85;U15.85;W1.109;U20.110;U3.132;U6.132;U14.133;U29.157;U1.207;U45.231;W1.258;U14.260;U21.260;U15.283;U1.285;U1.307;U7.310;U9.332;U43.358;U29.384;U12.407;U1.434;U7.457;U10.457;U32.458;U2.507;U32.532;U4.581;U34.584;U12.632;U2.658;U12.659;U13.659;U4.682;Z1.707;U5.709;U7.709;U25.709;U10.731;U20.757;U26.760;U3.782;U6.784;U7.784;U9.784;U12.784;U5.785;U35.885;U42.885;U19.933;U2.934;U13.982;U13.1006;U1.1010;U11.1031;U20.1057;U3.1058;U32.1131;U2.1159;U9.1160;U8.1234;U15.1234;U27.1258;U41.1259;Z1.1283;U1.1284;Z1.1285;U15.1310;U15.1332;U6.1333;U9.1335;U28.1408;U32.1409;U4.1432;U18.1433;U18.1434;U6.1458;U7.1482",TRUE,TRUE,"M0.1",TRUE,TRUE,0.447365045547485,FALSE,NA,"M0.1",TRUE,TRUE,0.028148889541626,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
32,"model1",150,"medium",1,0.1,0.820541235734709,0.486666043661535,1,1,1,0,25,1,0.623222647171096,0.488148807524688,"M1.1",25,"U1.32;U2.32;U3.32;U4.32;U5.32;U6.32;U7.32;U8.32;U9.32;U10.32;U11.32;U12.32;U13.32;U14.32;U15.32;U16.32;U17.32;U18.32;U19.32;U20.32;U21.32;U22.32;U23.32;U24.32;U25.32",2,0,2,25,1,TRUE,FALSE,"Z1.32;U29.231",110,7,103,18,101,TRUE,TRUE,"U2.8;U11.32;U13.32;U17.32;U18.32;U21.32;U22.32;U24.32;W1.32;Z1.32;U34.33;U14.59;U30.60;U27.82;U18.108;U3.133;U3.156;U10.158;U7.181;U23.209;U29.231;U30.231;U32.259;U48.282;U4.310;U12.332;U23.332;U18.357;U23.357;U23.358;U27.383;U40.384;U13.385;U20.385;U15.407;U6.408;W1.410;U21.431;U32.432;U1.434;U32.435;W1.484;W1.506;U20.531;U5.532;U13.534;U15.534;U7.535;U45.556;U21.560;U25.582;U21.631;U37.656;U4.658;U34.682;U10.685;U14.685;W1.758;U8.760;U7.785;U14.809;U31.809;U27.810;U14.856;U12.857;U23.857;U26.882;U3.884;U20.884;U11.885;U8.910;U23.933;W1.934;W1.960;U23.981;U10.982;U5.984;U47.1006;U9.1032;W1.1034;U21.1082;U32.1083;W1.1084;U20.1110;U14.1135;U45.1135;U17.1159;U11.1160;U34.1160;U21.1231;U26.1231;U20.1232;U2.1235;U28.1257;U16.1259;U50.1259;U15.1282;U13.1283;U13.1285;U14.1308;U23.1308;U4.1310;U35.1335;U23.1359;U22.1381;U9.1406;U13.1434;U4.1457;U4.1458;U10.1458",TRUE,TRUE,"Other",FALSE,FALSE,0.155517101287842,FALSE,NA,"M2.1",FALSE,FALSE,0.0370750427246094,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
33,"model2",150,"medium",1,0.31,0.716159202856943,0.331902181124315,1,1,1,0,48,1,0.77257612509044,0.759470851785139,"M2.1",48,"U1.33;U2.33;U3.33;U4.33;U5.33;U6.33;U7.33;U8.33;U9.33;U10.33;U11.33;U12.33;U13.33;U14.33;U15.33;U16.33;U17.33;U18.33;U19.33;U20.33;U21.33;U22.33;U23.33;U24.33;U25.33;U26.33;U27.33;U28.33;U29.33;U30.33;U31.33;U32.33;U33.33;U34.33;U35.33;U36.33;U37.33;U38.33;U39.33;U40.33;U41.33;U42.33;U43.33;U44.33;U45.33;U46.33;U47.33;U48.33",3,2,1,46,0,TRUE,FALSE,"U2.33;U29.33;Z1.33",85,11,74,37,72,TRUE,TRUE,"U36.6;U37.31;U13.32;U2.33;U20.33;U25.33;U27.33;U29.33;U30.33;U36.33;U39.33;U42.33;U45.33;U48.33;W1.33;Z1.33;U6.82;U29.82;U9.83;Z1.83;U13.84;W1.84;U10.182;U37.184;U18.209;U26.210;U39.258;U9.283;U16.334;U2.357;U27.357;U32.358;U43.358;U18.359;U25.359;U16.381;U27.383;U10.406;U6.459;U1.533;W1.534;U3.557;U23.559;U22.582;U30.583;U42.681;U18.682;U23.709;U35.756;U30.757;U17.758;U1.759;U12.806;U38.834;U7.859;U4.885;Z1.906;U14.933;U26.981;U14.1031;U10.1060;U24.1135;U23.1183;U13.1206;U24.1206;U4.1207;U1.1234;U2.1234;U26.1256;U18.1258;U17.1281;U12.1284;U26.1284;U9.1306;U34.1308;U14.1310;U26.1382;W1.1383;U6.1385;U11.1385;U3.1406;U50.1406;U26.1408;U4.1432;U31.1483",TRUE,TRUE,"Other",FALSE,FALSE,1.27762484550476,FALSE,NA,"Other",FALSE,FALSE,0.113832950592041,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
34,"model3",150,"medium",1,0.15,0.840070349280722,0.34395845416002,1,1,1,0,44,1,0.674386696770237,0.722229584175054,"M3",44,"U1.34;U2.34;U3.34;U4.34;U5.34;U6.34;U7.34;U8.34;U9.34;U10.34;U11.34;U12.34;U13.34;U14.34;U15.34;U16.34;U17.34;U18.34;U19.34;U20.34;U21.34;U22.34;U23.34;U24.34;U25.34;U26.34;U27.34;U28.34;U29.34;U30.34;U31.34;U32.34;U33.34;U34.34;U35.34;U36.34;U37.34;U38.34;U39.34;U40.34;U41.34;U42.34;U43.34;U44.34",1,0,1,44,0,TRUE,FALSE,"Z1.34",110,13,97,31,96,TRUE,FALSE,"U8.9;U18.33;U5.34;U12.34;U17.34;U20.34;U22.34;U25.34;U26.34;U28.34;U32.34;U33.34;U36.34;U42.34;U43.34;Z1.34;U23.57;W1.58;U25.59;U15.60;U27.84;U4.182;U7.208;U24.231;W1.232;U19.259;U25.281;W1.281;U37.310;U25.333;U14.334;U27.334;U32.334;W1.334;U4.335;U13.357;U28.357;U16.358;U41.383;U16.384;U11.385;U8.407;U22.407;U21.435;U14.510;U7.535;U13.557;U20.581;U25.581;U4.582;U5.583;U2.585;U6.585;U21.585;U24.585;U23.634;U7.635;U15.635;U24.656;U28.656;U21.660;U7.685;U1.706;U8.757;U5.758;U29.758;U9.759;U21.760;U45.782;U23.783;U7.784;U14.785;U28.810;U11.856;U5.885;U41.908;U26.1006;U1.1031;U11.1056;U13.1056;U27.1060;U46.1107;U23.1108;U18.1135;U9.1157;U32.1160;Z1.1181;U8.1183;W1.1184;W1.1208;U16.1232;U23.1235;U30.1256;U40.1256;U44.1256;U15.1285;U32.1308;U13.1310;U9.1332;U5.1334;U8.1334;U3.1356;U21.1360;U43.1382;U17.1406;U36.1408;U4.1432;U1.1434;U22.1456;U40.1482",TRUE,TRUE,"Other",FALSE,FALSE,0.430324077606201,FALSE,NA,"M3",TRUE,TRUE,0.0412850379943848,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
35,"model4",150,"medium",1,0.2,0.713795912568457,0.37475704876706,1,1,1,0,8,1,0.16143765457823,0.2662232175108,"M4",8,"U1.35;U2.35;U3.35;U4.35;U5.35;U6.35;U7.35;U8.35",1,0,1,8,0,TRUE,FALSE,"Z1.35",85,4,81,4,80,TRUE,FALSE,"U27.9;U3.35;U4.35;U6.35;U7.35;Z1.35;U6.59;U8.60;U25.60;U15.83;U40.84;U42.84;U28.107;U1.134;U46.157;U43.182;U14.209;U43.209;U33.210;U3.308;Z1.331;U7.356;U13.358;U15.358;U1.382;U4.382;U16.382;U18.383;U4.385;U12.406;U16.406;U13.410;U37.410;U30.431;U19.433;U10.434;U12.435;U29.458;U23.482;U14.507;U23.558;U13.559;U14.583;U13.631;U7.656;U8.659;U25.660;U29.681;U24.709;U18.733;U24.734;U8.756;U20.756;U2.758;U21.758;U22.782;U7.810;U13.884;W1.934;U9.981;U2.985;U16.1007;U4.1010;U4.1031;U3.1082;W1.1083;U23.1084;U13.1106;U31.1108;U18.1131;U5.1160;U12.1234;U50.1235;U46.1256;U2.1257;U1.1307;U6.1310;U34.1334;U12.1359;U6.1382;U41.1406;W1.1407;U24.1408;U40.1408;U26.1409",TRUE,TRUE,"Other",FALSE,FALSE,0.10174298286438,FALSE,NA,"M1.2",FALSE,FALSE,0.0404539108276367,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
